17.965;59.284;24.2;23;29;341;225;370;7.5
17.965;59.294;28.6;25;31;817.2;477;1044;10
17.965;59.306;31;31;31;979;979;979;5.45454545454546
17.965;59.339;29;29;29;1089;1089;1089;27.2727272727273
17.965;59.362;19;15;23;559.8;521;583;9.375
17.965;59.368;20.4;20;21;671.2;322;1195;18.75
17.965;59.411;18;18;18;250;250;250;4.41176470588235
17.965;59.412;22;22;22;544;544;544;10
17.965;59.426;35.2;33;38;1002.2;419;1376;13.0434782608696
17.966;59.284;25;25;25;351;351;351;15
17.966;59.287;23.6;22;30;276.6;265;323;7.5
17.966;59.337;23;21;26;803.2;538;1201;10
17.966;59.357;21.4;19;22;700.6;562;916;25
17.966;59.362;18.8;14;23;560.2;505;595;9.375
17.966;59.363;15;14;19;474.4;462;524;13.0434782608696
17.966;59.449;42.6;41;48;291;187;317;5
17.967;59.282;30;30;30;641.8;166;959;10
17.967;59.291;20;20;20;28;28;28;15
17.967;59.303;28.2;28;29;649;649;649;14.2857142857143
17.967;59.306;33;32;34;939.8;311;1097;15
17.967;59.335;21;19;24;497.8;195;952;10
17.967;59.337;23;21;26;749.2;484;1147;10
17.967;59.361;22.8;19;26;667.8;596;775;9.375
17.967;59.362;16.2;15;21;535.8;459;555;13.0434782608696
17.967;59.367;21.2;20;22;767.6;566;1070;25
17.967;59.411;23;23;23;680;680;680;10
17.968;59.281;33;33;33;944.2;469;1261;10
17.968;59.290;26;26;26;491;491;491;6.66666666666667
17.968;59.293;24;24;24;234;234;234;15
17.968;59.298;29.4;29;30;917.4;853;1014;10
17.968;59.356;20;20;20;618.4;522;763;25
17.969;59.287;26;26;26;458;458;458;15
17.969;59.290;27;27;27;469;469;469;15
17.969;59.291;25;25;25;310;310;310;15
17.969;59.357;19.2;18;20;551.2;522;595;25
17.969;59.376;18.8;18;19;254;254;254;12
17.970;59.301;27.2;27;28;584;584;584;14.2857142857143
17.970;59.347;29.6;29;32;1395;811;1541;9.375
17.970;59.357;19.2;18;20;520.2;491;564;25
17.970;59.358;18.2;17;20;510.6;437;621;20
17.970;59.365;18;15;20;612.2;575;637;8.10810810810811
17.970;59.376;17.8;17;18;137;137;137;12
17.970;59.423;40;35;51;1136.8;312;1783;6.66666666666667
17.971;59.362;12;11;16;179.4;167;229;13.0434782608696
17.971;59.363;13;12;17;272.4;260;322;13.0434782608696
17.971;59.364;18;15;20;581.2;544;606;8.10810810810811
17.971;59.366;19.3333;16;21;656.333333333333;622;725;9.72972972972973
17.971;59.443;46.4;45;50;725.2;534;773;5.17241379310345
17.972;59.269;34.2;33;36;276.8;274;281;5
17.972;59.281;33;33;33;959;959;959;15
17.972;59.359;18.8;15;22;360.8;289;468;9.375
17.972;59.360;15;14;19;243.2;231;292;13.0434782608696
17.972;59.362;12.2;11;17;210.4;198;260;13.0434782608696
17.972;59.363;13.2;12;18;315.4;303;365;13.0434782608696
17.973;59.284;32.8;32;36;1063.4;781;1134;8.33333333333333
17.973;59.287;28.8;28;32;693;545;730;8.33333333333333
17.973;59.292;27;27;27;668;668;668;15
17.973;59.358;19;19;19;549;511;606;25
17.973;59.362;13.4;11;15;179.2;142;204;8.10810810810811
17.973;59.366;25.2;22;29;952.6;803;1183;11.1111111111111
17.973;59.424;42.8;41;46;1059.8;934;1563;7.89473684210526
17.973;59.443;46.1429;44;48;558;419;658;9.33333333333333
17.974;59.284;34;34;34;1115;1115;1115;15
17.974;59.286;32;32;32;997;997;997;15
17.974;59.287;28.8;28;30;604.2;369;761;10
17.974;59.346;29.6;29;32;1418.4;872;1555;9.375
17.974;59.357;19;19;19;567.4;507;658;25
17.974;59.362;14;11;16;231.2;194;256;8.10810810810811
17.974;59.365;20.4;16;23;750.4;680;846;11.1111111111111
17.974;59.417;34;33;35;801;242;1630;7.89473684210526
17.974;59.442;47.4;44;50;426;306;632;20
17.975;59.268;40.4;36;46;680.8;284;1271;11.5384615384615
17.975;59.279;34.4;33;35;794.8;253;1156;23.0769230769231
17.975;59.292;26;26;26;565;565;565;15
17.975;59.445;47.8;43;52;241;163;358;75
17.976;59.306;20;20;20;201;201;201;5.45454545454546
17.976;59.339;25;24;29;697.6;264;806;13.6363636363636
17.976;59.363;16.4;14;18;404.4;400;411;8.10810810810811
17.976;59.364;18.4;14;24;515.8;388;841;11.1111111111111
17.977;59.280;34.2;34;35;1007.4;537;1125;20
17.977;59.294;22;22;22;165;165;165;15
17.977;59.336;21;21;21;520;520;520;10
17.977;59.337;21.4;21;22;504;504;504;30
17.977;59.340;26;25;29;761.8;225;896;60
17.977;59.362;18.8;17;20;592;578;613;8.10810810810811
17.977;59.363;18.8;15;22;519.6;456;739;11.1111111111111
17.977;59.364;23.2;18;29;600.6;274;864;37.5
17.977;59.375;21.8;21;22;547;547;547;12
17.978;59.278;34.6;32;38;376.6;160;992;10
17.978;59.280;33.4;31;37;748.4;396;1266;10
17.978;59.362;18.6;17;21;618;597;632;20
17.978;59.363;16;15;20;515.8;487;523;13.0434782608696
17.978;59.365;22.6;20;24;760;604;864;11.1111111111111
17.978;59.383;30.8;27;34;313;298;323;13.6363636363636
17.979;59.269;40.4;37;44;626.2;349;1175;20
17.979;59.329;27.4;27;28;1094;1094;1094;30
17.979;59.336;18.4;18;19;315;315;315;30
17.979;59.362;18.6;17;21;612;591;626;20
17.979;59.364;20;19;21;616.8;496;798;25
17.979;59.375;22.8;22;23;736;736;736;6.66666666666667
17.979;59.405;35.4;30;48;1012.8;343;1312;8.10810810810811
17.980;59.274;33.6;31;36;510.4;212;713;8.10810810810811
17.980;59.298;27;27;27;597;597;597;15
17.980;59.303;24.8;23;32;629.6;471;1264;6.66666666666667
17.980;59.307;25;25;25;613;613;613;15
17.980;59.330;27.4;27;28;1102;1102;1102;30
17.980;59.335;19.4;19;20;361;361;361;30
17.980;59.364;20.4;20;21;655.6;544;823;23.0769230769231
17.980;59.368;14.8;14;15;106;106;106;12
17.980;59.374;23.8;23;24;789;789;789;6.66666666666667
17.980;59.382;30;26;34;302.2;279;345;13.0434782608696
17.980;59.383;30.8;27;34;352.4;338;362;13.6363636363636
17.981;59.294;25;25;25;350;350;350;15
17.981;59.330;25;25;25;937;937;937;10
17.981;59.336;21.4;21;22;539;539;539;30
17.981;59.338;26.6;26;28;750.6;109;911;42.8571428571429
17.981;59.368;14.6;14;15;152;152;152;6
17.981;59.369;15.8;15;16;177;177;177;12
17.981;59.382;31.2;27;33;832.8;299;1620;8.57142857142857
17.981;59.383;32.8;29;35;932.2;330;1748;11.1111111111111
17.981;59.384;32.8;29;35;909.2;297;1795;8.57142857142857
17.982;59.268;37.6;33;42;550;275;1341;7.69230769230769
17.982;59.293;25;25;25;501;501;501;6.66666666666667
17.982;59.298;26;26;26;478;478;478;15
17.982;59.307;26;26;26;628;628;628;15
17.982;59.336;22;22;22;615;615;615;10
17.982;59.337;23;23;23;665;665;665;10
17.982;59.338;26.2;25;31;705.6;196;833;13.6363636363636
17.982;59.339;27.6;27;29;856;240;1010;37.5
17.982;59.348;19.8;17;21;538;91;836;6.38297872340426
17.982;59.353;16.8;16;17;604;604;604;12
17.982;59.369;15.8;15;16;180;180;180;12
17.982;59.383;27.8;25;32;458.2;197;1503;10
17.982;59.384;33.6;29;37;773.4;484;1715;18.75
17.983;59.281;33.8;28;41;598;276;1139;6.12244897959184
17.983;59.297;24;24;24;372;372;372;15
17.983;59.300;30.2;29;32;432;92;743;42.8571428571429
17.983;59.308;20.2;20;21;497;497;497;5.45454545454546
17.983;59.321;35.8;34;38;704;704;704;15.7894736842105
17.983;59.332;19.4;19;20;393;393;393;30
17.983;59.335;22.4;22;23;613;613;613;30
17.983;59.336;23;23;23;692;692;692;10
17.983;59.352;15;15;15;452;452;452;6.38297872340426
